id,cliente,valor,status,lat,lng,risco_score
5118,Cliente 5118,33941.63,Reprovada,-27.2796,-53.0293,47
5119,Cliente 5119,5561.4,Aprovada,-16.9241,-38.1925,8
5120,Cliente 5120,1899.26,Pendenciada,-20.8453,-35.4791,3
5121,Cliente 5121,35831.75,Fraude,-26.09,-52.5771,97
5122,Cliente 5122,5661.1,Aprovada,-22.4221,-43.3612,2
5123,Cliente 5123,12157.15,Aprovada,-29.5689,-51.1375,69
5124,Cliente 5124,20289.72,Aprovada,-26.4126,-50.0218,25
5125,Cliente 5125,2705.97,Aprovada,-6.4528,-42.8416,22
5126,Cliente 5126,23452.89,Aprovada,-11.7953,-52.122,40
5127,Cliente 5127,24369.26,Aprovada,-7.0057,-40.5687,62
5128,Cliente 5128,18390.4,Aprovada,-22.4745,-52.6711,40
5129,Cliente 5129,20620.13,Reprovada,-13.837,-46.161,40
5130,Cliente 5130,8491.33,Aprovada,-24.2827,-45.3744,27
5131,Cliente 5131,13500.27,Aprovada,-20.1583,-35.3116,53
5132,Cliente 5132,45294.7,Aprovada,-16.8223,-37.4029,68
5133,Cliente 5133,10456.6,Aprovada,-15.1912,-45.854,13
5134,Cliente 5134,46322.13,Pendenciada,-23.3543,-40.3509,35
5135,Cliente 5135,8875.92,Aprovada,-23.2584,-59.8676,38
5136,Cliente 5136,5128.5,Aprovada,-15.5145,-47.4279,53
5137,Cliente 5137,47600.66,Aprovada,-9.0367,-42.1849,0
5138,Cliente 5138,42711.98,Reprovada,-16.4494,-47.7679,56
5139,Cliente 5139,779.22,Reprovada,-13.599,-43.3392,42
5140,Cliente 5140,32823.62,Pendenciada,-12.8732,-46.1386,16
5141,Cliente 5141,11735.17,Aprovada,-28.0887,-57.8894,64
5142,Cliente 5142,43416.86,Reprovada,-15.282,-40.2068,34
5143,Cliente 5143,44439.01,Reprovada,-22.0002,-45.9948,51
5144,Cliente 5144,6270.81,Pendenciada,-19.5614,-38.8281,21
5145,Cliente 5145,15471.28,Aprovada,-15.1708,-41.8277,47
5146,Cliente 5146,29573.5,Aprovada,-25.9072,-39.8937,58
5147,Cliente 5147,38939.71,Reprovada,-9.2493,-47.33,16
5148,Cliente 5148,34065.33,Fraude,-14.1369,-39.3439,93
5149,Cliente 5149,46753.62,Pendenciada,-22.2986,-50.9814,30
5150,Cliente 5150,22858.81,Pendenciada,-20.0859,-55.0845,58
5151,Cliente 5151,31428.45,Aprovada,-23.391,-54.5969,6
5152,Cliente 5152,47013.3,Aprovada,-24.1004,-45.6049,15
5153,Cliente 5153,40290.56,Reprovada,-23.6785,-50.9145,36
5154,Cliente 5154,23053.24,Reprovada,-29.3946,-35.9354,70
5155,Cliente 5155,35221.02,Aprovada,-11.0446,-46.8898,20
5156,Cliente 5156,11448.79,Aprovada,-16.4983,-42.126,12
5157,Cliente 5157,24653.2,Aprovada,-8.8471,-51.231,42
5158,Cliente 5158,47663.06,Pendenciada,-18.9207,-56.2131,41
5159,Cliente 5159,31322.9,Aprovada,-29.9535,-58.264,10
5160,Cliente 5160,35105.89,Aprovada,-16.1068,-36.3561,66
5161,Cliente 5161,4891.4,Reprovada,-18.2031,-56.6606,10
5162,Cliente 5162,22206.62,Aprovada,-24.8626,-54.6834,62
5163,Cliente 5163,33355.0,Aprovada,-17.7638,-58.7547,13
5164,Cliente 5164,10614.97,Pendenciada,-7.5631,-41.8489,30
5165,Cliente 5165,43072.86,Reprovada,-16.8934,-44.5673,13
5166,Cliente 5166,10559.07,Aprovada,-13.388,-50.5605,42
5167,Cliente 5167,8146.13,Aprovada,-7.5607,-46.3618,20
5168,Cliente 5168,7943.16,Aprovada,-12.9768,-51.0563,32
5169,Cliente 5169,10233.29,Aprovada,-29.2451,-55.476,32
5170,Cliente 5170,1217.44,Pendenciada,-7.7295,-52.8745,51
5171,Cliente 5171,40105.07,Reprovada,-11.5467,-46.1797,6
5172,Cliente 5172,16732.57,Aprovada,-17.2365,-52.9612,14
5173,Cliente 5173,24859.13,Aprovada,-27.608,-44.4135,1
5174,Cliente 5174,42153.29,Pendenciada,-23.2873,-50.9625,4
5175,Cliente 5175,7463.62,Aprovada,-14.4599,-55.2285,0
5176,Cliente 5176,4212.3,Aprovada,-20.7991,-44.2611,24
5177,Cliente 5177,31115.08,Aprovada,-13.7871,-54.6824,41
5178,Cliente 5178,23979.99,Aprovada,-20.8573,-50.7896,66
5179,Cliente 5179,10043.98,Aprovada,-16.9217,-53.1575,68
5180,Cliente 5180,42024.07,Aprovada,-28.6558,-57.9386,61
5181,Cliente 5181,40105.14,Pendenciada,-8.1981,-41.1455,38
5182,Cliente 5182,33279.58,Aprovada,-21.6058,-39.418,33
5183,Cliente 5183,38253.04,Aprovada,-27.1295,-35.5804,15
5184,Cliente 5184,42446.4,Aprovada,-18.1964,-59.6625,49
5185,Cliente 5185,866.44,Aprovada,-11.06,-43.6712,2
5186,Cliente 5186,8173.26,Aprovada,-17.2753,-44.32,39
5187,Cliente 5187,45766.84,Aprovada,-29.2936,-49.3504,13
5188,Cliente 5188,17382.76,Aprovada,-27.3608,-59.2248,0
5189,Cliente 5189,16877.8,Aprovada,-24.124,-42.6603,40
5190,Cliente 5190,41499.58,Aprovada,-20.7564,-59.9825,45
5191,Cliente 5191,13869.82,Aprovada,-20.6037,-56.8195,18
5192,Cliente 5192,44019.48,Aprovada,-25.727,-43.5498,41
5193,Cliente 5193,14996.86,Aprovada,-16.7627,-51.7445,50
5194,Cliente 5194,30618.87,Aprovada,-20.5013,-44.9108,1
5195,Cliente 5195,5028.72,Aprovada,-20.7688,-37.5604,42
5196,Cliente 5196,13229.38,Aprovada,-20.0198,-44.796,3
5197,Cliente 5197,48558.45,Aprovada,-23.3865,-43.3615,50
5198,Cliente 5198,23189.55,Reprovada,-17.3019,-40.5472,61
5199,Cliente 5199,37888.3,Aprovada,-18.7843,-47.139,55
5200,Cliente 5200,27376.88,Aprovada,-5.6643,-39.5261,59
5201,Cliente 5201,23583.27,Aprovada,-27.7784,-55.0979,12
5202,Cliente 5202,40636.98,Aprovada,-19.2394,-44.2737,32
5203,Cliente 5203,8801.82,Aprovada,-25.0576,-48.3306,2
5204,Cliente 5204,5225.25,Pendenciada,-25.2797,-44.4696,46
5205,Cliente 5205,21233.19,Aprovada,-8.384,-48.0303,50
5206,Cliente 5206,13680.41,Aprovada,-29.7028,-53.8644,59
5207,Cliente 5207,15431.64,Aprovada,-16.4211,-52.8013,24
5208,Cliente 5208,32389.12,Aprovada,-13.1316,-48.1624,28
5209,Cliente 5209,26796.41,Aprovada,-5.7555,-41.7298,2
5210,Cliente 5210,3207.61,Aprovada,-16.124,-49.4327,7
5211,Cliente 5211,14925.36,Aprovada,-25.9543,-42.7479,20
5212,Cliente 5212,7638.42,Fraude,-6.5646,-55.4025,94
5213,Cliente 5213,13860.31,Aprovada,-8.417,-49.5666,12
5214,Cliente 5214,39622.28,Aprovada,-25.0347,-45.2681,63
5215,Cliente 5215,19606.77,Reprovada,-15.8921,-36.2711,41
5216,Cliente 5216,24307.27,Aprovada,-29.0129,-47.5314,39
5217,Cliente 5217,27770.76,Aprovada,-13.9892,-57.9837,3
5218,Cliente 5218,28679.59,Aprovada,-19.9685,-42.5057,44
5219,Cliente 5219,21663.8,Aprovada,-21.2967,-40.1294,39
5220,Cliente 5220,28317.76,Aprovada,-22.7072,-51.1609,18
5221,Cliente 5221,31747.68,Aprovada,-6.1602,-45.642,31
5222,Cliente 5222,35993.94,Aprovada,-17.6751,-57.8072,56
5223,Cliente 5223,42713.86,Aprovada,-27.8008,-49.5021,31
5224,Cliente 5224,24880.88,Aprovada,-8.5474,-39.254,9
5225,Cliente 5225,32600.53,Fraude,-16.2094,-55.0307,96
5226,Cliente 5226,31007.07,Aprovada,-17.1799,-37.2193,13
5227,Cliente 5227,41046.35,Pendenciada,-8.1355,-59.695,17
5228,Cliente 5228,49860.61,Aprovada,-23.6954,-51.7938,13
5229,Cliente 5229,4307.47,Aprovada,-7.8086,-43.0583,35
5230,Cliente 5230,48321.61,Aprovada,-8.7738,-53.8382,50
5231,Cliente 5231,25406.6,Aprovada,-21.5396,-43.019,10
5232,Cliente 5232,20576.42,Aprovada,-28.5577,-36.0573,9
5233,Cliente 5233,15714.91,Aprovada,-13.7508,-48.6785,12
5234,Cliente 5234,13405.24,Aprovada,-7.179,-39.6094,44
5235,Cliente 5235,28936.82,Aprovada,-10.4505,-57.2474,4
5236,Cliente 5236,23871.49,Aprovada,-29.2335,-49.5025,54
5237,Cliente 5237,6500.03,Aprovada,-23.3999,-46.5865,8
5238,Cliente 5238,37370.73,Aprovada,-26.461,-49.965,11
5239,Cliente 5239,36104.39,Reprovada,-17.4425,-55.2716,47
5240,Cliente 5240,40539.53,Aprovada,-6.5427,-48.2744,48
5241,Cliente 5241,23262.72,Aprovada,-23.0202,-46.8492,51
5242,Cliente 5242,17206.32,Aprovada,-23.5445,-38.851,6
5243,Cliente 5243,18248.99,Pendenciada,-18.5814,-53.3571,57
5244,Cliente 5244,19328.64,Aprovada,-7.8098,-47.932,33
5245,Cliente 5245,38264.74,Pendenciada,-13.6277,-45.8555,58
5246,Cliente 5246,4818.08,Aprovada,-29.3558,-36.6839,2
5247,Cliente 5247,43336.61,Aprovada,-7.2975,-49.2515,44
5248,Cliente 5248,25178.24,Fraude,-14.6201,-35.7952,90
5249,Cliente 5249,25057.33,Aprovada,-11.0845,-57.2154,66
5250,Cliente 5250,11553.65,Aprovada,-24.2453,-38.0947,24
5251,Cliente 5251,1010.76,Aprovada,-10.925,-40.732,23
5252,Cliente 5252,6488.62,Pendenciada,-5.793,-59.9009,16
5253,Cliente 5253,216.36,Aprovada,-25.7789,-46.9385,23
5254,Cliente 5254,47107.28,Aprovada,-15.5351,-56.0207,19
5255,Cliente 5255,28749.55,Pendenciada,-8.4251,-35.7901,17
5256,Cliente 5256,11031.09,Aprovada,-14.4981,-57.5848,31
5257,Cliente 5257,17495.54,Aprovada,-18.0272,-49.689,31
5258,Cliente 5258,46261.77,Pendenciada,-20.8299,-49.5444,58
5259,Cliente 5259,36447.25,Aprovada,-16.919,-51.7072,41
5260,Cliente 5260,17138.6,Aprovada,-14.0037,-58.867,36
5261,Cliente 5261,43375.77,Aprovada,-25.0652,-49.757,12
5262,Cliente 5262,32408.61,Aprovada,-24.5331,-40.8133,6
5263,Cliente 5263,25858.16,Pendenciada,-23.6176,-50.473,18
5264,Cliente 5264,27616.5,Aprovada,-7.4028,-49.6554,22
5265,Cliente 5265,23496.86,Pendenciada,-8.888,-35.7698,20
5266,Cliente 5266,42763.86,Aprovada,-17.239,-37.5776,38
5267,Cliente 5267,35405.76,Pendenciada,-29.121,-49.3187,54
5268,Cliente 5268,33963.43,Aprovada,-5.5343,-38.027,48
5269,Cliente 5269,37629.93,Fraude,-13.9651,-47.171,91
5270,Cliente 5270,40307.29,Pendenciada,-17.64,-50.2768,11
5271,Cliente 5271,8528.39,Reprovada,-20.7198,-38.9738,5
5272,Cliente 5272,37006.89,Aprovada,-18.3064,-55.5049,35
5273,Cliente 5273,19981.49,Aprovada,-8.8364,-59.5936,13
5274,Cliente 5274,48965.5,Fraude,-15.2781,-55.6166,100
5275,Cliente 5275,15734.12,Aprovada,-18.8572,-36.859,27
5276,Cliente 5276,44386.29,Aprovada,-6.3806,-49.2726,61
5277,Cliente 5277,17321.85,Aprovada,-22.3439,-48.1741,5
5278,Cliente 5278,39562.81,Aprovada,-20.9508,-36.5134,8
5279,Cliente 5279,33261.46,Aprovada,-23.5814,-48.4471,54
5280,Cliente 5280,4972.61,Aprovada,-24.7538,-48.9421,27
5281,Cliente 5281,41657.16,Reprovada,-21.9963,-48.236,70
5282,Cliente 5282,1046.08,Fraude,-20.7244,-58.1169,95
5283,Cliente 5283,25157.49,Pendenciada,-13.1215,-59.5179,46
5284,Cliente 5284,34598.41,Aprovada,-17.9324,-42.7248,20
5285,Cliente 5285,24641.92,Pendenciada,-25.4588,-46.5275,56
5286,Cliente 5286,26209.61,Aprovada,-29.6705,-40.3348,40
5287,Cliente 5287,6060.89,Pendenciada,-9.94,-58.8955,49
5288,Cliente 5288,23402.01,Aprovada,-9.2359,-51.3366,21
5289,Cliente 5289,12186.7,Aprovada,-18.5343,-44.2678,27
5290,Cliente 5290,41721.67,Aprovada,-27.231,-54.1865,18
5291,Cliente 5291,34916.83,Aprovada,-19.9398,-37.1821,34
5292,Cliente 5292,45494.92,Pendenciada,-12.3747,-44.3025,66
5293,Cliente 5293,17540.76,Aprovada,-10.6748,-50.0919,8
5294,Cliente 5294,41912.8,Aprovada,-23.8109,-44.4276,48
5295,Cliente 5295,191.76,Reprovada,-7.0594,-41.0311,23
5296,Cliente 5296,11030.11,Aprovada,-22.6346,-41.785,61
5297,Cliente 5297,16768.55,Reprovada,-25.0996,-37.0792,34
5298,Cliente 5298,5552.49,Aprovada,-27.7326,-51.6638,15
5299,Cliente 5299,1346.13,Aprovada,-11.0853,-57.5234,1
5300,Cliente 5300,28136.07,Aprovada,-18.6713,-50.9255,16
5301,Cliente 5301,42618.11,Reprovada,-29.5145,-56.8484,56
5302,Cliente 5302,5015.94,Pendenciada,-15.422,-59.5231,30
5303,Cliente 5303,8531.92,Aprovada,-16.9365,-49.9945,68
5304,Cliente 5304,40802.93,Aprovada,-28.2026,-39.0132,43
5305,Cliente 5305,26954.38,Aprovada,-17.2259,-56.2123,14
5306,Cliente 5306,12188.42,Fraude,-24.8938,-59.9484,88
5307,Cliente 5307,16058.62,Aprovada,-28.3988,-53.3305,26
5308,Cliente 5308,46030.12,Aprovada,-27.9249,-47.9881,9
5309,Cliente 5309,25383.81,Reprovada,-27.9364,-55.5642,21
5310,Cliente 5310,45429.51,Pendenciada,-17.6363,-57.5982,28
5311,Cliente 5311,46544.85,Aprovada,-10.5135,-47.8476,61
5312,Cliente 5312,17347.72,Aprovada,-7.707,-39.8894,64
5313,Cliente 5313,11148.64,Aprovada,-26.6785,-55.2385,24
5314,Cliente 5314,31880.4,Aprovada,-13.6224,-42.6175,16
5315,Cliente 5315,12102.8,Aprovada,-23.2781,-51.997,5
5316,Cliente 5316,18938.03,Aprovada,-10.6165,-41.3278,66
5317,Cliente 5317,30765.93,Aprovada,-7.1285,-53.3749,37
5318,Cliente 5318,8095.92,Reprovada,-20.24,-55.8198,68
5319,Cliente 5319,18691.76,Aprovada,-8.4918,-55.0179,19
5320,Cliente 5320,34523.61,Aprovada,-20.5196,-40.8688,18
5321,Cliente 5321,10640.32,Pendenciada,-19.9408,-41.0886,30
5322,Cliente 5322,21959.42,Pendenciada,-14.9153,-54.2184,19
5323,Cliente 5323,33063.91,Pendenciada,-11.493,-51.5888,3
5324,Cliente 5324,45905.41,Pendenciada,-15.5695,-42.9521,8
5325,Cliente 5325,28573.92,Aprovada,-14.368,-54.9331,14
5326,Cliente 5326,23506.54,Aprovada,-13.4712,-37.9676,37
5327,Cliente 5327,15815.06,Aprovada,-14.8541,-40.6776,63
5328,Cliente 5328,29599.22,Aprovada,-21.7467,-44.3422,65
5329,Cliente 5329,18229.64,Aprovada,-19.9766,-58.0948,38
5330,Cliente 5330,25215.94,Aprovada,-17.6439,-43.393,38
5331,Cliente 5331,7641.15,Aprovada,-9.2422,-47.1733,24
5332,Cliente 5332,36604.21,Aprovada,-14.7948,-36.6397,26
5333,Cliente 5333,29755.59,Aprovada,-25.8415,-44.7386,25
5334,Cliente 5334,28167.32,Aprovada,-24.936,-59.4744,39
5335,Cliente 5335,17650.1,Aprovada,-17.4768,-59.4782,67
5336,Cliente 5336,4037.34,Aprovada,-14.0225,-59.3389,9
5337,Cliente 5337,13533.78,Pendenciada,-17.8756,-55.7999,12
5338,Cliente 5338,37134.89,Aprovada,-5.6882,-45.6653,19
5339,Cliente 5339,7713.37,Reprovada,-19.5476,-58.5341,18
5340,Cliente 5340,9431.52,Aprovada,-16.3908,-53.3332,38
5341,Cliente 5341,3263.37,Reprovada,-29.3821,-38.3153,8
5342,Cliente 5342,18456.45,Reprovada,-29.2939,-37.9187,3
5343,Cliente 5343,1477.95,Pendenciada,-20.9813,-59.5297,33
5344,Cliente 5344,692.7,Reprovada,-19.5855,-58.8968,43
5345,Cliente 5345,38812.09,Aprovada,-15.7835,-57.8862,45
5346,Cliente 5346,15841.67,Fraude,-18.0892,-54.6181,94
5347,Cliente 5347,9002.96,Aprovada,-16.0651,-35.6314,66
5348,Cliente 5348,14841.22,Aprovada,-8.4536,-37.5613,2
5349,Cliente 5349,25171.67,Reprovada,-16.5663,-41.164,1
5350,Cliente 5350,7415.75,Aprovada,-11.2634,-43.674,48
5351,Cliente 5351,10524.98,Aprovada,-6.2247,-42.8212,67
5352,Cliente 5352,6912.92,Aprovada,-21.1854,-50.8448,5
5353,Cliente 5353,30893.8,Aprovada,-10.6712,-35.4272,64
5354,Cliente 5354,37548.27,Aprovada,-13.3036,-43.6242,5
5355,Cliente 5355,14273.47,Aprovada,-16.346,-55.261,45
5356,Cliente 5356,10254.35,Aprovada,-17.0659,-57.8095,35
5357,Cliente 5357,24305.12,Aprovada,-25.1858,-58.9297,55
5358,Cliente 5358,48266.47,Aprovada,-6.6265,-41.2288,67
5359,Cliente 5359,5018.67,Aprovada,-20.0804,-46.6847,33
5360,Cliente 5360,28577.81,Aprovada,-15.7985,-52.0247,61
5361,Cliente 5361,35655.73,Aprovada,-29.2261,-45.606,26
5362,Cliente 5362,41183.39,Aprovada,-14.3895,-51.0329,41
5363,Cliente 5363,17071.49,Aprovada,-9.1579,-46.3749,31
5364,Cliente 5364,3883.43,Aprovada,-9.3514,-59.1062,18
5365,Cliente 5365,39604.88,Aprovada,-14.7658,-36.721,28
5366,Cliente 5366,4272.2,Aprovada,-17.4851,-44.2725,41
5367,Cliente 5367,8674.26,Aprovada,-17.2237,-55.6038,40
5368,Cliente 5368,13502.35,Fraude,-14.7252,-56.2618,100
5369,Cliente 5369,8852.51,Aprovada,-24.0536,-42.0985,21
5370,Cliente 5370,32418.4,Aprovada,-11.1186,-48.0103,38
5371,Cliente 5371,7035.99,Aprovada,-27.0355,-40.5089,25
5372,Cliente 5372,19916.03,Aprovada,-14.98,-44.3306,30
5373,Cliente 5373,44294.42,Aprovada,-28.8457,-57.0879,49
5374,Cliente 5374,278.39,Aprovada,-7.7766,-37.3275,33
5375,Cliente 5375,34400.81,Pendenciada,-26.097,-35.3186,32
5376,Cliente 5376,9034.3,Reprovada,-8.1746,-47.369,61
5377,Cliente 5377,35605.47,Aprovada,-7.5424,-42.8117,53
5378,Cliente 5378,29300.57,Aprovada,-12.966,-53.4249,22
5379,Cliente 5379,19741.68,Aprovada,-19.7475,-57.3289,0
5380,Cliente 5380,15992.79,Aprovada,-25.9843,-43.9666,26
5381,Cliente 5381,19584.24,Aprovada,-10.6631,-41.6579,63
5382,Cliente 5382,24248.35,Reprovada,-22.9239,-36.9812,63
5383,Cliente 5383,26237.84,Aprovada,-29.838,-40.2395,60
5384,Cliente 5384,20651.03,Aprovada,-18.8564,-49.9845,1
5385,Cliente 5385,37810.7,Reprovada,-18.8491,-46.7947,61
5386,Cliente 5386,48660.44,Pendenciada,-11.0983,-35.046,45
5387,Cliente 5387,10286.4,Aprovada,-6.0484,-55.0417,58
5388,Cliente 5388,26483.78,Aprovada,-8.1609,-37.1522,21
5389,Cliente 5389,49722.32,Aprovada,-20.8537,-40.9739,39
5390,Cliente 5390,22266.23,Aprovada,-27.285,-35.6557,3
5391,Cliente 5391,2598.75,Aprovada,-8.8533,-37.8291,56
5392,Cliente 5392,2931.88,Fraude,-25.2342,-49.9317,90
5393,Cliente 5393,24169.62,Pendenciada,-16.3036,-41.3013,68
5394,Cliente 5394,16213.27,Aprovada,-7.3102,-48.136,53
5395,Cliente 5395,26444.79,Pendenciada,-11.3208,-38.3326,42
5396,Cliente 5396,6145.17,Aprovada,-20.7702,-53.7497,57
5397,Cliente 5397,47869.18,Pendenciada,-13.5357,-46.6207,45
5398,Cliente 5398,16683.09,Aprovada,-13.0341,-58.9639,13
5399,Cliente 5399,25596.03,Aprovada,-15.5057,-42.2738,43
5400,Cliente 5400,16731.74,Aprovada,-6.1717,-57.9957,63
5401,Cliente 5401,36216.7,Aprovada,-29.7371,-48.5832,22
5402,Cliente 5402,4059.01,Aprovada,-17.0583,-52.2647,55
5403,Cliente 5403,31891.12,Aprovada,-21.414,-48.2443,64
5404,Cliente 5404,7356.13,Aprovada,-16.4036,-54.9515,20
5405,Cliente 5405,40370.96,Aprovada,-23.047,-45.5628,70
5406,Cliente 5406,30405.68,Aprovada,-22.7878,-55.5488,69
5407,Cliente 5407,26055.9,Pendenciada,-17.0697,-55.9916,11
5408,Cliente 5408,24082.05,Aprovada,-29.8095,-37.603,53
5409,Cliente 5409,6984.81,Aprovada,-29.0792,-42.0675,68
5410,Cliente 5410,29754.38,Aprovada,-25.5651,-58.5182,11
5411,Cliente 5411,12192.91,Aprovada,-16.8339,-44.189,4
5412,Cliente 5412,40792.91,Aprovada,-19.1225,-49.2235,46
5413,Cliente 5413,9869.93,Pendenciada,-21.3354,-52.0725,13
5414,Cliente 5414,35807.11,Pendenciada,-10.504,-41.089,22
5415,Cliente 5415,4668.99,Aprovada,-22.2164,-49.8412,6
5416,Cliente 5416,34934.62,Reprovada,-20.4816,-50.1615,29
5417,Cliente 5417,4922.4,Aprovada,-21.765,-53.0949,9
5418,Cliente 5418,41218.05,Aprovada,-5.7894,-53.254,67
5419,Cliente 5419,15715.5,Aprovada,-11.6861,-36.9491,21
5420,Cliente 5420,5560.82,Reprovada,-5.9738,-38.2006,21
5421,Cliente 5421,5068.98,Aprovada,-22.695,-40.36,25
5422,Cliente 5422,43755.3,Aprovada,-14.3531,-45.0496,44
5423,Cliente 5423,39968.69,Reprovada,-16.4817,-35.9352,62
5424,Cliente 5424,41642.87,Aprovada,-22.1493,-44.3005,44
5425,Cliente 5425,12191.02,Aprovada,-18.755,-36.7236,0
5426,Cliente 5426,7482.68,Aprovada,-13.3852,-45.3059,41
5427,Cliente 5427,2022.3,Fraude,-9.859,-38.7371,93
5428,Cliente 5428,17604.28,Aprovada,-11.1803,-58.0111,13
5429,Cliente 5429,48050.72,Pendenciada,-16.1035,-45.7443,0
5430,Cliente 5430,7901.42,Aprovada,-11.3467,-43.2116,56
5431,Cliente 5431,29429.72,Aprovada,-26.487,-43.201,60
5432,Cliente 5432,44435.77,Pendenciada,-9.4967,-52.851,35
5433,Cliente 5433,46336.98,Pendenciada,-29.5097,-53.3747,19
5434,Cliente 5434,31795.31,Aprovada,-22.1518,-52.2914,65
5435,Cliente 5435,42574.61,Aprovada,-25.4779,-46.8897,61
5436,Cliente 5436,15973.88,Aprovada,-27.9337,-52.888,11
5437,Cliente 5437,635.2,Reprovada,-25.9703,-57.6637,70
5438,Cliente 5438,12895.68,Fraude,-29.1492,-59.5994,90
5439,Cliente 5439,43968.39,Aprovada,-22.054,-47.9206,38
5440,Cliente 5440,22133.61,Aprovada,-21.5904,-59.3841,41
5441,Cliente 5441,29417.4,Aprovada,-17.8156,-57.4453,11
5442,Cliente 5442,45325.63,Aprovada,-22.4486,-40.414,7
5443,Cliente 5443,35952.05,Aprovada,-24.434,-48.2423,42
5444,Cliente 5444,44257.59,Aprovada,-6.2208,-48.2186,42
5445,Cliente 5445,42744.36,Fraude,-18.8099,-41.9695,89
5446,Cliente 5446,18839.98,Pendenciada,-9.5258,-49.6972,18
5447,Cliente 5447,21994.29,Reprovada,-8.5664,-39.3522,20
5448,Cliente 5448,17335.32,Aprovada,-26.3994,-55.0698,6
5449,Cliente 5449,32163.46,Aprovada,-9.2953,-51.6554,20
5450,Cliente 5450,40735.32,Pendenciada,-6.1657,-37.8554,10
5451,Cliente 5451,47443.52,Aprovada,-6.8327,-56.2696,10
5452,Cliente 5452,38289.59,Pendenciada,-18.6919,-37.2003,19
5453,Cliente 5453,15963.54,Aprovada,-5.6474,-43.2412,60
5454,Cliente 5454,22688.06,Pendenciada,-15.4489,-51.7293,1
5455,Cliente 5455,45766.47,Pendenciada,-22.5848,-49.1656,47
5456,Cliente 5456,38433.05,Aprovada,-6.6002,-59.2091,16
5457,Cliente 5457,23599.08,Aprovada,-13.112,-47.8513,24
5458,Cliente 5458,32334.4,Pendenciada,-15.7586,-48.4961,57
5459,Cliente 5459,38615.23,Pendenciada,-29.8462,-55.2019,21
5460,Cliente 5460,49476.18,Aprovada,-26.9333,-36.1816,70
5461,Cliente 5461,20244.34,Aprovada,-22.4752,-38.7185,13
5462,Cliente 5462,34314.88,Aprovada,-22.2007,-55.0021,63
5463,Cliente 5463,26805.18,Aprovada,-7.9062,-52.2663,58
5464,Cliente 5464,1235.28,Pendenciada,-6.336,-55.0951,4
5465,Cliente 5465,45702.15,Aprovada,-7.4996,-37.7999,7
5466,Cliente 5466,27399.37,Aprovada,-21.0358,-39.8958,36
5467,Cliente 5467,29645.38,Pendenciada,-13.8596,-56.9915,63
5468,Cliente 5468,46313.36,Fraude,-21.9088,-57.6379,86
5469,Cliente 5469,47000.92,Aprovada,-28.2122,-42.5516,27
5470,Cliente 5470,33176.64,Aprovada,-27.742,-41.3774,33
5471,Cliente 5471,47218.55,Aprovada,-25.4874,-37.5903,28
5472,Cliente 5472,39224.35,Aprovada,-12.1415,-38.0946,14
5473,Cliente 5473,37134.06,Pendenciada,-13.7533,-46.6736,52
5474,Cliente 5474,41261.41,Aprovada,-13.7218,-53.1831,22
5475,Cliente 5475,15018.88,Pendenciada,-17.0255,-35.6877,16
5476,Cliente 5476,26122.02,Aprovada,-23.5512,-44.9591,46
5477,Cliente 5477,3844.5,Pendenciada,-8.9529,-58.4234,16
5478,Cliente 5478,37194.92,Aprovada,-18.0624,-37.3287,26
5479,Cliente 5479,44034.01,Aprovada,-12.9852,-59.536,19
5480,Cliente 5480,35117.28,Aprovada,-22.7909,-54.7191,66
5481,Cliente 5481,21087.5,Pendenciada,-17.4784,-43.4486,8
5482,Cliente 5482,43716.47,Aprovada,-17.9227,-47.5496,44
5483,Cliente 5483,6776.9,Pendenciada,-15.3787,-39.5725,34
5484,Cliente 5484,2528.76,Aprovada,-29.9021,-41.1378,11
5485,Cliente 5485,17596.66,Pendenciada,-19.2853,-59.8977,64
5486,Cliente 5486,32610.3,Aprovada,-16.1527,-43.0634,29
5487,Cliente 5487,28326.07,Reprovada,-18.7921,-55.4434,27
5488,Cliente 5488,34178.94,Aprovada,-6.1212,-56.7231,8
5489,Cliente 5489,42827.27,Pendenciada,-20.3828,-35.5539,6
5490,Cliente 5490,47943.37,Pendenciada,-27.8654,-35.4432,37
5491,Cliente 5491,31829.93,Aprovada,-27.2355,-52.7045,30
5492,Cliente 5492,31160.09,Reprovada,-7.8524,-46.2079,4
5493,Cliente 5493,40854.48,Aprovada,-24.0879,-37.1668,8
5494,Cliente 5494,4884.04,Aprovada,-23.6256,-43.6402,7
5495,Cliente 5495,40641.67,Aprovada,-28.2608,-35.6522,5
5496,Cliente 5496,2843.56,Pendenciada,-14.4017,-43.4206,12
5497,Cliente 5497,10027.75,Pendenciada,-17.4489,-40.9635,65
5498,Cliente 5498,29666.49,Pendenciada,-24.2971,-45.1807,24
5499,Cliente 5499,40656.58,Fraude,-28.5374,-37.7586,99
5500,Cliente 5500,49124.3,Aprovada,-5.9391,-52.9866,49
5501,Cliente 5501,45735.34,Aprovada,-23.433,-47.4542,49
5502,Cliente 5502,21728.77,Pendenciada,-18.5088,-36.9228,42
5503,Cliente 5503,36127.25,Aprovada,-19.4844,-51.654,65
5504,Cliente 5504,11144.74,Pendenciada,-28.9259,-59.379,45
5505,Cliente 5505,13149.94,Aprovada,-17.3329,-41.1791,52
5506,Cliente 5506,31504.85,Aprovada,-23.9251,-40.4591,3
