Image_name,Card-set,Card_number,Rarity,Card_name,Other names,Card type,Attribute,Types,Level,ATK / DEF,Password,Status,Effect types,Ritual required,Property,Ritual Monster required,Pendulum Scale,Rank,Link Arrows,ATK / LINK,Other names (Japanese),Summoned by the effect of
MAGO-EN127 R.png,Maximum Gold,MAGO-EN127,Rare,Flame Bufferlo,,Monster,FIRE,Cyberse / Effect,3.0,1400 / 200,80794697,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
EEN-EN026 C.png,Elemental Energy,EEN-EN026,Common,Familiar-Possessed - Aussa,,Monster,EARTH,Spellcaster / Effect,4.0,1850 / 1500,31887905,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous']",,,,,,,,,
COTD-EN091 C.png,Code of the Duelist,COTD-EN091,Common,Infernity Patriarch,,Monster,DARK,Fiend / Effect,4.0,1000 / 2000,54320860,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Unclassified']",,,,,,,,,
EOJ-EN052 C.png,Enemy of Justice,EOJ-EN052,Common,Destiny Signal,,Trap,,,,,35464895,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
BACH-EN062 C.png,Battle of Chaos,BACH-EN062,Common,Clear New World,,Spell,,,,,21570001,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Normal,,,,,,,
PHRA-EN038 SR.png,Phantom Rage,PHRA-EN038,Super Rare,Infernoble Knight Captain Oliver,,Monster,FIRE,Warrior / Synchro / Effect,5.0,2000 / 500,65398390,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
STOR-EN084 ScR.png,Storm of Ragnarok,STOR-EN084,Secret Rare,Scrap Breaker,,Monster,EARTH,Machine / Effect,6.0,2100 / 700,51555725,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger']",,,,,,,,,
COTD-EN047 R.png,Code of the Duelist,COTD-EN047,Rare,Imduk the World Chalice Dragon,,Monster,WIND,Dragon / Link / Effect,,,31226177,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,Top-Center,800 / 1,,
INOV-EN072 C.png,Invasion: Vengeance,INOV-EN072,Common,Crystron Impact,,Trap,,,,,99274184,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like']",,Normal,,,,,,,
ABPF-EN020 C.png,Absolute Powerforce,ABPF-EN020,Common,Fire Ant Ascator,,Monster,EARTH,Insect / Tuner / Effect,3.0,700 / 1300,78275321,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LODT-EN095 SR.png,Light of Destruction,LODT-EN095,Super Rare,Helios Trice Megistus,"Helios Tris Megiste 
Helios Tris Megistus",Monster,LIGHT,Pyro / Effect,8.0,? / ?,17286057,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous', 'Trigger', 'Trigger']",,,,,,,,,
PHSW-EN085 UR.png,Photon Shockwave,PHSW-EN085,Ultra Rare,"Latinum, Exarch of Dark World",,Monster,DARK,Fiend / Effect,6.0,1500 / 2400,15667446,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
MAGO-EN037 PGR.png,Maximum Gold,MAGO-EN037,Premium Gold Rare,Zoodiac Chakanine,,Monster,EARTH,Beast-Warrior / Xyz / Effect,,? / ?,41375811,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Ignition']",,,,,4.0,,,,
SOFU-EN043 SR.png,Soul Fusion,SOFU-EN043,Super Rare,"Galatea, the Orcust Automaton",,Monster,DARK,Machine / Link / Effect,,,30741503,"['Limited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition', 'Condition']",,,,,,"Bottom-Left,  Top-Right",1800 / 2,,
LED8-EN022 SR.png,Legendary Duelists: Synchro Storm,LED8-EN022,Super Rare,White Steed of the Floral Knights,,Monster,WIND,Beast / Effect,6.0,2400 / 1800,11426487,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Condition', 'Trigger', 'Condition']",,,,,,,,,
SHSP-EN012 C.png,Shadow Specters,SHSP-EN012,Common,Armed Protector Dragon,,Monster,LIGHT,Dragon / Effect,8.0,2000 / 2800,29330706,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Continuous']",,,,,,,,,
CRMS-EN058 C.png,Crimson Crisis,CRMS-EN058,Common,Super Solar Nutrient,,Spell,,,,,28529976,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Continuous-like', 'Continuous-like']",,Continuous,,,,,,,
INOV-EN079 C.png,Invasion: Vengeance,INOV-EN079,Common,Summon Gate,,Trap,,,,,29724053,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
LOB-031 C.png,Legend of Blue Eyes White Dragon,LOB-031,Common,Dissolverock,,Monster,EARTH,Rock,3.0,900 / 1000,40826495,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
EXVC-EN034 C.png,Extreme Victory,EXVC-EN034,Common,Gladiator Beast Tygerius,,Monster,EARTH,Beast / Effect,4.0,1800 / 800,50893987,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger']",,,,,,,,,
MAGO-EN109 R.png,Maximum Gold,MAGO-EN109,Rare,Darklord Rebellion,,Trap,,,,,50501121,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect', 'Condition']",,Normal,,,,,,,
GFP2-EN036 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN036,Ultra Rare,"Primal Dragon, the Primordial",,Monster,LIGHT,Dragon / Effect,4.0,2000 / 2000,64025981,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Ignition', 'Trigger']",,,,,,,,,
SOVR-EN060 R.png,Stardust Overdrive,SOVR-EN060,Rare,Raging Mad Plants,,Spell,,,,,95507060,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
LVAL-EN079 R.png,Legacy of the Valiant,LVAL-EN079,Rare,Oath of Companionship,,Trap,,,,,99311109,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect', 'Condition']",,Normal,,,,,,,
LON-104 ScR.png,Labyrinth of Nightmare,LON-104,Secret Rare,Magic Cylinder,,Trap,,,,,62279055,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
MRL-005 C.png,Spell Ruler,MRL-005,Common,Malevolent Nuzzler,,Spell,,,,,99597615,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous-like', 'Trigger-like']",,Equip,,,,,,,
CRV-EN010 SR.png,Cybernetic Revolution,CRV-EN010,Super Rare,UFOroid,,Monster,LIGHT,Machine / Effect,6.0,1200 / 1200,07602840,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
TDIL-EN021 C.png,The Dark Illusion,TDIL-EN021,Common,Metalfoes Steelen,,Monster,FIRE,Psychic / Pendulum / Normal,2.0,0 / 2100,60473572,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Pendulum Effect ', 'Ignition-like']",,,,8.0,,,,,
SOFU-EN023 C.png,Soul Fusion,SOFU-EN023,Common,Impcantation Penciplume,,Monster,LIGHT,Psychic / Effect,3.0,0 / 0,82085295,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger', 'Condition', 'Continuous']",,,,,,,,,
SOD-EN049 C.png,Soul of the Duelist,SOD-EN049,Common,Taunt,,Trap,,,,,90740329,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
CYHO-EN019 SR.png,Cybernetic Horizon,CYHO-EN019,Super Rare,Umbramirage the Elemental Lord,,Monster,DARK,Fiend / Effect,8.0,2800 / 2200,59281822,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Summoning condition', 'Trigger', 'Condition', 'Unclassified']",,,,,,,,,
CRV-EN015 SR.png,Cybernetic Revolution,CRV-EN015,Super Rare,Cyber Dragon,,Monster,LIGHT,Machine / Effect,5.0,2100 / 1600,70095154,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Unclassified'],,,,,,,,,
MAGO-EN125 R.png,Maximum Gold,MAGO-EN125,Rare,The White Stone of Ancients,,Monster,LIGHT,Dragon / Tuner / Effect,1.0,600 / 500,71039903,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
CORE-EN017 C.png,Clash of Rebellions,CORE-EN017,Common,Performage Hat Tricker,,Monster,EARTH,Spellcaster / Effect,4.0,1100 / 1100,31292357,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Quick', 'Continuous']",,,,,,,,,
CRMS-EN072 C.png,Crimson Crisis,CRMS-EN072,Common,Morphtronic Forcefield,,Trap,,,,,77229910,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Counter,,,,,,,
STOR-EN006 C.png,Storm of Ragnarok,STOR-EN006,Common,Barrier Resonator,,Monster,LIGHT,Fiend / Tuner / Effect,1.0,300 / 800,89127526,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
INOV-EN001 R.png,Invasion: Vengeance,INOV-EN001,Rare,Dragon Core Hexer,,Monster,DARK,Dragon / Tuner,8.0,2300 / 3000,38955728,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
PRIO-EN051 R.png,Primal Origin,PRIO-EN051,Rare,Ghostrick Socuteboss,,Monster,DARK,Spellcaster / Xyz / Effect,,1400 / 1200,32224143,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition']",,,,,2.0,,,,
GLAS-EN059 C.png,Gladiator's Assault,GLAS-EN059,Common,Gladiator's Return,,Spell,,,,,24285858,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
IOC-005 C.png,Invasion of Chaos,IOC-005,Common,Des Kangaroo,,Monster,DARK,Beast / Effect,4.0,1500 / 1700,78613627,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Trigger'],,,,,,,,,
GFP2-EN026 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN026,Ultra Rare,Brute Enforcer,,Monster,DARK,Cyberse / Link / Effect,,,63503850,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,,"Bottom-Left,  Bottom-Right",1600 / 2,,
LVAL-EN017 UR.png,Legacy of the Valiant,LVAL-EN017,Ultra Rare,Sylvan Marshalleaf,,Monster,WATER,Plant / Effect,3.0,1500 / 1200,36046926,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger']",,,,,,,,,
BODE-EN081 C.png,Burst of Destiny,BODE-EN081,Common,Night Sword Serpent,,Monster,WATER,Reptile / Effect,4.0,500 / 600,20295753,['Unlimited (TCG)'],"['Trigger', 'Condition']",,,,,,,,,
BODE-EN076 C.png,Burst of Destiny,BODE-EN076,Common,Break the Destiny,,Trap,,,,,04008212,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Quick-like', 'Condition']",,Normal,,,,,,,
BODE-EN021 C.png,Burst of Destiny,BODE-EN021,Common,Maginificent Magikey Mafteal,,Monster,LIGHT,Fiend / Tuner / Effect,4.0,1600 / 1600,15983048,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Ignition', 'Trigger', 'Condition']",,,,,,,,,
FOTB-EN068 ScR.png,Force of the Breaker,FOTB-EN068,Secret Rare,Eradicator Epidemic Virus,,Trap,,,,,54974237,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Cost', 'Effect']",,Normal,,,,,,,
EXFO-EN044 UR.png,Extreme Force,EXFO-EN044,Ultra Rare,Triple Burst Dragon,,Monster,DARK,Dragon / Link / Effect,,,49725936,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Continuous', 'Ignition']",,,,,,"Top-Center,  Middle-Left,  Bottom-Center",2400 / 3,,
LON-014 SP.png,Labyrinth of Nightmare,LON-014,Short Print,Chosen One,,Spell,,,,,21888494,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LOB-030 C.png,Legend of Blue Eyes White Dragon,LOB-030,Common,Two-Mouth Darkruler,,Monster,EARTH,Dinosaur,3.0,900 / 700,57305373,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
DUEA-EN003 C.png,Duelist Alliance,DUEA-EN003,Common,Metaphys Armed Dragon,,Monster,LIGHT,Wyrm,7.0,2800 / 1000,89189982,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
CSOC-EN068 C.png,Crossroads of Chaos,CSOC-EN068,Common,Revival Gift,,Trap,,,,,93912845,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LIOV-EN053 C.png,Lightning Overdrive,LIOV-EN053,Common,Dogmatikalamity,,Spell,,,,,31002402,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Effect', 'Condition']",,Ritual,,,,,,,
MAGO-EN002 PGR.png,Maximum Gold,MAGO-EN002,Premium Gold Rare,Dark Magician,,Monster,DARK,Spellcaster / Normal,7.0,2500 / 2100,46986414,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
ETCO-EN002 C.png,Eternity Code,ETCO-EN002,Common,Codebreaker Zero Day,,Monster,DARK,Warrior / Effect,4.0,1800 / 0,08662794,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger', 'Trigger']",,,,,,,,,
FET-EN046 C.png,Flaming Eternity,FET-EN046,Common,Fulfillment of the Contract,,Spell,,,,,48206762,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Cost', 'Effect', 'Continuous-like']",,Equip,,,,,,,
RGBT-EN094 R.png,Raging Battle,RGBT-EN094,Rare,Snowman Eater,,Monster,WATER,Aqua / Effect,3.0,0 / 1900,91133740,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
DANE-EN049 C.png,Dark Neostorm,DANE-EN049,Common,"Puzzlomino, the Drop-n-Deleter",,Monster,LIGHT,Spellcaster / Link / Effect,,,84271823,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,"Bottom-Center,  Middle-Right",1300 / 2,,
IGAS-EN092 C.png,Ignition Assault,IGAS-EN092,Common,"Shiny Black ""C"" Squadder",,Monster,EARTH,Insect / Normal,4.0,2000 / 0,04148264,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
BODE-EN025 C.png,Burst of Destiny,BODE-EN025,Common,Penguin Ninja,,Monster,WATER,Aqua / Flip / Effect,3.0,1400 / 700,41255165,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Ignition', 'Condition']",,,,,,,,,
LVAL-EN055 SR.png,Legacy of the Valiant,LVAL-EN055,Super Rare,Fairy Knight Ingunar,,Monster,EARTH,Plant / Xyz / Effect,,2200 / 3000,19684740,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Condition']",,,,,6.0,,,,
ABYR-EN053 SR.png,Abyss Rising,ABYR-EN053,Super Rare,Tannhauser Gate,,Spell,,,,,09831539,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
POTD-EN006 C.png,Power of the Duelist,POTD-EN006,Common,Chrysalis Dolphin,,Monster,WATER,Fish / Effect,2.0,400 / 600,42682609,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
BOSH-EN085 ScR.png,Breakers of Shadow,BOSH-EN085,Secret Rare,Kozmo Dark Eclipser,,Monster,DARK,Machine / Effect,9.0,3000 / 2600,64063868,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Quick', 'Trigger']",,,,,,,,,
LODT-EN018 C.png,Light of Destruction,LODT-EN018,Common,"Jain, Lightsworn Paladin",,Monster,LIGHT,Warrior / Effect,4.0,1800 / 1200,96235275,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Trigger']",,,,,,,,,
DAMA-EN032 SR.png,Dawn of Majesty,DAMA-EN032,Super Rare,Magikey Mechmusket - Batosbuster,,Monster,DARK,Machine / Ritual / Tuner / Effect,4.0,2000 / 2200,19489718,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Condition', 'Trigger']",,,,,,,,,
LOD-020 C.png,Legacy of Darkness,LOD-020,Common,Warrior Dai Grepher,,Monster,EARTH,Warrior / Normal,4.0,1700 / 1600,75953262,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",,,,,,,,,,
GENF-EN084 ScR.png,Generation Force,GENF-EN084,Secret Rare,Pain Painter,,Monster,DARK,Zombie / Tuner / Effect,2.0,400 / 200,21620076,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Ignition']",,,,,,,,,
EEN-EN046 C.png,Elemental Energy,EEN-EN046,Common,Branch!,,Spell,,,,,30548775,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger-like'],,Continuous,,,,,,,
LED8-EN028 C.png,Legendary Duelists: Synchro Storm,LED8-EN028,Common,Sorciere de Fleur,,Monster,DARK,Spellcaster / Effect,8.0,2900 / 0,36405256,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
DCR-026 C.png,Dark Crisis,DCR-026,Common,Dark Scorpion - Chick the Yellow,,Monster,DARK,Warrior / Effect,3.0,1000 / 1000,61587183,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
TLM-EN054 C.png,The Lost Millennium,TLM-EN054,Common,Level Conversion Lab,,Trap,,,,,84397023,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
LON-062 SR.png,Labyrinth of Nightmare,LON-062,Super Rare,Kycoo the Ghost Destroyer,,Monster,DARK,Spellcaster / Effect,4.0,1800 / 700,88240808,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Trigger', 'Continuous']",,,,,,,,,
REDU-EN016 C.png,Return of the Duelist,REDU-EN016,Common,Amores of Prophecy,,Monster,EARTH,Spellcaster / Effect,3.0,600 / 2000,40213117,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
SHSP-EN030 ScR.png,Shadow Specters,SHSP-EN030,Secret Rare,Shadow Vampire,Vampire Shadow,Monster,DARK,Zombie / Effect,5.0,2000 / 0,14212201,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger']",,,,,,,,,
CSOC-EN037 SP.png,Crossroads of Chaos,CSOC-EN037,Short Print,Jade Knight,,Monster,LIGHT,Machine / Effect,4.0,1000 / 1800,44364207,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Continuous', 'Trigger']",,,,,,,,,
RIRA-EN000 ScR.png,Rising Rampage,RIRA-EN000,Secret Rare,Capshell,,Monster,DARK,Fiend / Effect,2.0,0 / 0,76722334,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Condition', 'Trigger', 'Trigger', 'Trigger']",,,,,,,,,
CORE-EN018 C.png,Clash of Rebellions,CORE-EN018,Common,Performage Trick Clown,,Monster,LIGHT,Spellcaster / Effect,4.0,1600 / 1200,67696066,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Condition']",,,,,,,,,
LOB-059 SR.png,Legend of Blue Eyes White Dragon,LOB-059,Super Rare,Polymerization,,Spell,,,,,24094653,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
DUEA-EN085 ScR.png,Duelist Alliance,DUEA-EN085,Secret Rare,"Dante, Traveler of the Burning Abyss",,Monster,LIGHT,Warrior / Xyz / Effect,,1000 / 2500,83531441,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Continuous', 'Trigger']",,,,,3.0,,,,
STON-EN002 R.png,Strike of Neos,STON-EN002,Rare,Frostosaurus,,Monster,WATER,Dinosaur / Normal,6.0,2600 / 1700,06631034,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
DREV-EN036 R.png,Duelist Revolution,DREV-EN036,Rare,Ambitious Gofer,,Monster,DARK,Fiend / Effect,6.0,2400 / 100,41224658,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Ignition'],,,,,,,,,
IGAS-EN062 R.png,Ignition Assault,IGAS-EN062,Rare,Sky Striker Maneuver - Scissors Cross,,Spell,,,,,46271408,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
DANE-EN073 R.png,Dark Neostorm,DANE-EN073,Rare,The Weather Rainbowed Canvas,,Trap,,,,,74218258,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Continuous-like', 'Quick']",,Continuous,,,,,,,
CROS-EN041 SR.png,Crossed Souls,CROS-EN041,Super Rare,Frightfur Leo,,Monster,DARK,Fiend / Fusion / Effect,7.0,2400 / 2000,10383554,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Ignition', 'Condition', 'Condition']",,,,,,,,,
CORE-EN062 C.png,Clash of Rebellions,CORE-EN062,Common,Aroma Garden,,Spell,,,,,05050644,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition-like', 'Trigger-like']",,Field,,,,,,,
TDIL-EN053 C.png,The Dark Illusion,TDIL-EN053,Common,Super Hippo Carnival,,Spell,,,,,11050415,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
EXVC-EN042 UR.png,Extreme Victory,EXVC-EN042,Ultra Rare,T.G. Blade Blaster,,Monster,EARTH,Machine / Synchro / Effect,10.0,3300 / 2200,51447164,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Quick', 'Quick', 'Trigger']",,,,,,,,,
RATE-EN029 C.png,Raging Tempest,RATE-EN029,Common,Apprentice Piper,,Monster,DARK,Spellcaster / Flip / Effect,2.0,100 / 1500,64977888,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Flip', 'Trigger']",,,,,,,,,
LTGY-EN028 R.png,Lord of the Tachyon Galaxy,LTGY-EN028,Rare,Brotherhood of the Fire Fist - Rhino,,Monster,FIRE,Beast-Warrior / Effect,4.0,1700 / 1400,66084673,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Quick'],,,,,,,,,
EXVC-EN066 C.png,Extreme Victory,EXVC-EN066,Common,Mektimed Blast,,Trap,,,,,41475424,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Normal,,,,,,,
CBLZ-EN035 SR.png,Cosmo Blazer,CBLZ-EN035,Super Rare,Fool of Prophecy,,Monster,EARTH,Spellcaster / Effect,3.0,1600 / 900,63175639,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Ignition', 'Trigger']",,,,,,,,,
RGBT-EN023 C.png,Raging Battle,RGBT-EN023,Common,Koa'ki Meiru Guardian,,Monster,EARTH,Rock / Effect,4.0,1900 / 1200,45041488,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Maintenance cost', 'Quick']",,,,,,,,,
EXFO-EN065 SP.png,Extreme Force,EXFO-EN065,Short Print,Trading Places,,Spell,,,,,63875853,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Effect'],,Quick-Play,,,,,,,
GFP2-EN019 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN019,Ultra Rare,Fossil Machine Skull Convoy,,Monster,EARTH,Rock / Fusion / Effect,8.0,2100 / 1800,57157964,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Continuous', 'Continuous', 'Trigger']",,,,,,,,,
GFP2-EN098 UR.png,Ghosts From the Past: The 2nd Haunting,GFP2-EN098,Ultra Rare,Dramaturge of Despia,,Monster,DARK,Fairy / Effect,8.0,3000 / 1500,99456344,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
IOC-063 C.png,Invasion of Chaos,IOC-063,Common,The Thing in the Crater,,Monster,FIRE,Pyro / Effect,4.0,1000 / 1200,78243409,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Trigger'],,,,,,,,,
LODT-EN062 C.png,Light of Destruction,LODT-EN062,Common,Golden Bamboo Sword,,Spell,,,,,74029853,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
SOFU-EN008 C.png,Soul Fusion,SOFU-EN008,Common,Dinowrestler Systegosaur,,Monster,EARTH,Dinosaur / Effect,4.0,1900 / 0,56980148,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Trigger', 'Trigger', 'Condition']",,,,,,,,,
MFC-068 UR.png,Magician's Force,MFC-068,Ultra Rare,Chaos Command Magician,,Monster,LIGHT,Spellcaster / Effect,6.0,2400 / 1900,72630549,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous'],,,,,,,,,
EXVC-EN069 C.png,Extreme Victory,EXVC-EN069,Common,TG-SX1,,Trap,,,,,40253382,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Activation requirement', 'Effect']",,Normal,,,,,,,
SHSP-EN046 SR.png,Shadow Specters,SHSP-EN046,Super Rare,Number C96: Dark Storm,,Monster,DARK,Fiend / Xyz / Effect,,1000 / 1000,77205367,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Continuous', 'Condition', 'Quick']",,,,,3.0,,,,
LOD-084 C.png,Legacy of Darkness,LOD-084,Common,Convulsion of Nature,,Spell,,,,,62966332,"['Unlimited (OCG)', 'Unlimited (TCG)']",['Continuous-like'],,Continuous,,,,,,,
DCR-055 C.png,Dark Crisis,DCR-055,Common,D.D. Trainer,D. D. Trainer,Monster,DARK,Fiend,1.0,100 / 2000,86498013,"['Unlimited (OCG)', 'Unlimited (TCG)']",,,,,,,,,,
LVAL-EN034 UR.png,Legacy of the Valiant,LVAL-EN034,Ultra Rare,Gravekeeper's Oracle,,Monster,DARK,Spellcaster / Effect,10.0,2000 / 1500,25524823,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']","['Summoning condition', 'Trigger']",,,,,,,,,
TDGS-EN035 R.png,The Duelist Genesis,TDGS-EN035,Rare,Yamato-no-Kami,,Monster,DARK,Warrior / Spirit,6.0,2200 / 1200,82841979,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Summoning condition', 'Trigger', 'Trigger']",,,,,,,,,
SOVR-EN062 SP.png,Stardust Overdrive,SOVR-EN062,Short Print,Faustian Bargain,,Spell,,,,,68396778,"['Unlimited (OCG)', 'Unlimited (TCG)', 'Unlimited (TCG Speed Duel)']",['Effect'],,Normal,,,,,,,
REDU-EN012 R.png,Return of the Duelist,REDU-EN012,Rare,Chronomaly Crystal Bones,,Monster,LIGHT,Rock / Effect,3.0,1300 / 400,15941690,"['Unlimited (OCG)', 'Unlimited (TCG)']","['Unclassified', 'Trigger']",,,,,,,,,
