id,cliente,valor,status,lat,lng,risco_score,ibge,municipio,uf,estado,occurred_at,regiao
5998,Cliente 5998,35439.33,Aprovada,-21.1858,-45.4366,35,311870,Coqueiral,MG,Minas Gerais,2026-05-01T02:51:26,Sudeste
5999,Cliente 5999,26255.04,Pendenciada,-21.9584,-47.9882,47,351930,Ibaté,SP,São Paulo,2026-07-03T23:38:24,Sudeste
6000,Cliente 6000,5023.86,Aprovada,-3.2252,-40.6896,56,230790,Martinópole,CE,Ceará,2026-01-16T10:54:14,Nordeste
6001,Cliente 6001,16946.22,Reprovada,-21.3692,-46.5213,34,314410,Muzambinho,MG,Minas Gerais,2026-04-22T01:54:56,Sudeste
6002,Cliente 6002,10412.14,Fraude,-12.4169,-41.7722,100,292990,Seabra,BA,Bahia,2026-03-05T05:47:03,Nordeste
6003,Cliente 6003,24389.85,Aprovada,-23.2318,-51.6668,23,410210,Astorga,PR,Paraná,2026-03-09T04:14:25,Sul
6004,Cliente 6004,6332.41,Aprovada,-7.47469,-41.1103,51,220605,Massapê do Piauí,PI,Piauí,2026-05-13T01:00:33,Nordeste
6005,Cliente 6005,9058.88,Aprovada,-11.5266,-61.0252,29,110009,Espigão D'Oeste,RO,Rondônia,2026-01-04T03:04:51,Norte
6006,Cliente 6006,48521.42,Fraude,-7.46682,-41.7883,88,220385,Floresta do Piauí,PI,Piauí,2026-01-10T06:33:35,Nordeste
6007,Cliente 6007,35940.27,Pendenciada,-16.7364,-40.4296,17,314675,Palmópolis,MG,Minas Gerais,2026-04-10T09:18:56,Sudeste
6008,Cliente 6008,24841.16,Aprovada,-21.9736,-44.6042,31,310120,Aiuruoca,MG,Minas Gerais,2026-01-24T23:19:15,Sudeste
6009,Cliente 6009,23556.28,Aprovada,-9.18564,-43.0494,12,220070,Anísio de Abreu,PI,Piauí,2026-07-18T09:20:19,Nordeste
6010,Cliente 6010,49752.6,Aprovada,-10.9136,-37.6689,41,280350,Lagarto,SE,Sergipe,2026-07-20T11:31:49,Nordeste
6011,Cliente 6011,32823.05,Pendenciada,-27.6671,-53.3102,6,430215,Boa Vista das Missões,RS,Rio Grande do Sul,2026-07-24T12:23:57,Sul
6012,Cliente 6012,3505.51,Aprovada,-3.58413,-39.4297,52,231355,Tururu,CE,Ceará,2026-07-05T18:50:42,Nordeste
6013,Cliente 6013,40285.48,Aprovada,-15.4993,-49.6861,22,522170,Uruana,GO,Goiás,2026-04-28T07:58:57,Centro-Oeste
6014,Cliente 6014,16583.89,Pendenciada,-15.0068,-59.9504,47,510550,Vila Bela da Santíssima Trindade,MT,Mato Grosso,2026-02-28T22:24:57,Centro-Oeste
6015,Cliente 6015,40659.05,Reprovada,-19.4447,-45.795,64,316660,Serra da Saudade,MG,Minas Gerais,2026-02-22T00:51:18,Sudeste
6016,Cliente 6016,17607.88,Aprovada,-21.1873,-46.9753,50,314320,Monte Santo de Minas,MG,Minas Gerais,2026-06-05T00:16:43,Sudeste
6017,Cliente 6017,41054.82,Aprovada,-9.25534,-49.0638,16,170720,Dois Irmãos do Tocantins,TO,Tocantins,2026-01-20T03:04:10,Norte
6018,Cliente 6018,44635.95,Aprovada,-19.5179,-42.6276,6,311940,Coronel Fabriciano,MG,Minas Gerais,2026-06-10T18:14:59,Sudeste
6019,Cliente 6019,843.34,Fraude,-19.7621,-44.0844,98,315460,Ribeirão das Neves,MG,Minas Gerais,2026-01-17T16:22:28,Sudeste
6020,Cliente 6020,31528.03,Aprovada,-18.7548,-40.8965,63,320090,Barra de São Francisco,ES,Espírito Santo,2026-06-16T21:21:26,Sudeste
6021,Cliente 6021,10239.42,Aprovada,-23.6474,-47.5743,32,354530,Salto de Pirapora,SP,São Paulo,2026-02-01T14:52:13,Sudeste
6022,Cliente 6022,32999.88,Pendenciada,-1.6965,-45.1328,16,210130,Bacuri,MA,Maranhão,2026-07-22T06:50:18,Nordeste
6023,Cliente 6023,36625.96,Aprovada,-26.624,-53.1997,31,421569,Santa Terezinha do Progresso,SC,Santa Catarina,2026-02-13T06:17:31,Sul
6024,Cliente 6024,29689.53,Aprovada,-18.4859,-49.4766,36,520425,Cachoeira Dourada,GO,Goiás,2026-06-21T00:56:34,Centro-Oeste
6025,Cliente 6025,14733.1,Aprovada,-4.19387,-40.4741,59,231395,Varjota,CE,Ceará,2026-01-27T01:40:43,Nordeste
6026,Cliente 6026,43520.05,Aprovada,-22.4812,-42.2066,30,330130,Casimiro de Abreu,RJ,Rio de Janeiro,2026-06-27T08:18:20,Sudeste
6027,Cliente 6027,25046.39,Aprovada,-9.05797,-43.0076,63,220955,São Braz do Piauí,PI,Piauí,2026-05-13T17:00:50,Nordeste
6028,Cliente 6028,12501.24,Aprovada,-6.44176,-37.9234,27,250230,Bom Sucesso,PB,Paraíba,2026-02-09T11:32:48,Nordeste
6029,Cliente 6029,42799.48,Pendenciada,-18.4793,-41.3907,3,316330,São José do Divino,MG,Minas Gerais,2026-01-07T00:44:21,Sudeste
6030,Cliente 6030,26482.02,Aprovada,-21.5465,-45.7374,55,314720,Paraguaçu,MG,Minas Gerais,2026-07-17T23:40:57,Sudeste
6031,Cliente 6031,8651.68,Aprovada,-17.6888,-42.5147,65,311230,Capelinha,MG,Minas Gerais,2026-05-02T11:38:22,Sudeste
6032,Cliente 6032,20956.13,Pendenciada,-24.0224,-53.44,36,410070,Alto Piquiri,PR,Paraná,2026-04-24T07:44:57,Sul
6033,Cliente 6033,23909.66,Pendenciada,-7.6003,-37.3165,62,261590,Tuparetama,PE,Pernambuco,2026-05-04T01:36:53,Nordeste
6034,Cliente 6034,19489.6,Aprovada,-21.1419,-55.8296,42,500580,Nioaque,MS,Mato Grosso do Sul,2026-05-14T02:07:22,Centro-Oeste
6035,Cliente 6035,15258.98,Pendenciada,-19.9684,-50.6326,36,352965,Mesópolis,SP,São Paulo,2026-04-04T16:50:32,Sudeste
6036,Cliente 6036,932.28,Aprovada,-7.12263,-46.2607,14,210725,Nova Colinas,MA,Maranhão,2026-05-30T16:41:10,Nordeste
6037,Cliente 6037,36793.71,Aprovada,-29.6717,-53.144,1,431402,Paraíso do Sul,RS,Rio Grande do Sul,2026-05-15T06:53:02,Sul
6038,Cliente 6038,25454.63,Reprovada,-9.08746,-35.2634,53,270360,Japaratinga,AL,Alagoas,2026-04-10T23:43:31,Nordeste
6039,Cliente 6039,47116.56,Pendenciada,-11.169,-61.8986,1,110025,Presidente Médici,RO,Rondônia,2026-03-25T20:23:30,Norte
6040,Cliente 6040,33573.0,Reprovada,-6.68491,-36.6566,26,240890,Parelhas,RN,Rio Grande do Norte,2026-02-01T00:25:38,Nordeste
6041,Cliente 6041,36133.19,Pendenciada,-4.38505,-41.5969,1,220557,Lagoa de São Francisco,PI,Piauí,2026-02-15T14:46:07,Nordeste
6042,Cliente 6042,14805.28,Aprovada,2.18305,-61.0415,70,140028,Iracema,RR,Roraima,2026-04-07T13:46:54,Norte
6043,Cliente 6043,22350.47,Aprovada,-23.0992,-45.7076,63,350850,Caçapava,SP,São Paulo,2026-03-19T20:07:41,Sudeste
6044,Cliente 6044,1077.07,Aprovada,-23.1665,-47.7459,4,351150,Cerquilho,SP,São Paulo,2026-06-22T02:00:00,Sudeste
6045,Cliente 6045,21633.61,Aprovada,-17.758,-44.1643,1,313640,Joaquim Felício,MG,Minas Gerais,2026-07-13T20:19:41,Sudeste
6046,Cliente 6046,42298.5,Aprovada,-14.2711,-42.257,39,291200,Ibiassucê,BA,Bahia,2026-07-15T00:19:28,Nordeste
6047,Cliente 6047,33841.24,Reprovada,-18.5959,-41.4889,60,316105,São Félix de Minas,MG,Minas Gerais,2026-03-31T19:09:56,Sudeste
6048,Cliente 6048,26797.11,Pendenciada,-29.5782,-50.0644,22,432143,Terra de Areia,RS,Rio Grande do Sul,2026-07-15T06:09:49,Sul
6049,Cliente 6049,47828.75,Aprovada,-19.0037,-45.9626,11,316890,Tiros,MG,Minas Gerais,2026-07-11T05:24:42,Sudeste
6050,Cliente 6050,27012.87,Fraude,-12.7099,-39.6952,93,291685,Itatim,BA,Bahia,2026-07-02T00:22:57,Nordeste
6051,Cliente 6051,44180.39,Pendenciada,-24.7246,-53.7412,39,412770,Toledo,PR,Paraná,2026-03-23T15:22:26,Sul
6052,Cliente 6052,34720.31,Aprovada,-9.53379,-36.4366,48,270900,Tanque d'Arca,AL,Alagoas,2026-01-03T17:39:47,Nordeste
6053,Cliente 6053,24138.28,Fraude,-18.0873,-42.5659,95,316450,São Sebastião do Maranhão,MG,Minas Gerais,2026-02-06T01:47:16,Sudeste
6054,Cliente 6054,48340.11,Aprovada,-19.0341,-47.9155,3,313070,Indianópolis,MG,Minas Gerais,2026-07-17T20:24:12,Sudeste
6055,Cliente 6055,21141.45,Aprovada,-27.6963,-48.8243,43,420060,Águas Mornas,SC,Santa Catarina,2026-04-02T04:20:22,Sul
6056,Cliente 6056,30890.59,Aprovada,-10.5105,-40.32,20,290600,Campo Formoso,BA,Bahia,2026-04-21T13:56:12,Nordeste
6057,Cliente 6057,46687.44,Aprovada,-27.9241,-51.5383,60,432218,Tupanci do Sul,RS,Rio Grande do Sul,2026-03-22T13:57:49,Sul
6058,Cliente 6058,8496.41,Aprovada,-25.0067,-50.857,65,411140,Ivaí,PR,Paraná,2026-03-23T18:32:33,Sul
6059,Cliente 6059,36804.8,Aprovada,-22.447,-45.1645,62,314040,Marmelópolis,MG,Minas Gerais,2026-02-09T01:01:09,Sudeste
6060,Cliente 6060,45590.62,Fraude,-2.85774,-41.8186,95,220465,Ilha Grande,PI,Piauí,2026-04-18T13:15:47,Nordeste
6061,Cliente 6061,36756.75,Aprovada,-11.5157,-37.515,50,280280,Indiaroba,SE,Sergipe,2026-03-05T17:58:24,Nordeste
6062,Cliente 6062,9746.86,Aprovada,-24.0113,-48.3482,70,351020,Capão Bonito,SP,São Paulo,2026-07-26T19:07:31,Sudeste
6063,Cliente 6063,16371.4,Pendenciada,-25.9421,-52.1743,59,411440,Mangueirinha,PR,Paraná,2026-04-19T01:37:37,Sul
6064,Cliente 6064,12255.6,Pendenciada,-6.56077,-47.4431,35,210405,Estreito,MA,Maranhão,2026-05-02T00:26:33,Nordeste
6065,Cliente 6065,19628.53,Aprovada,-7.0983,-49.9437,34,150840,Xinguara,PA,Pará,2026-07-09T09:21:17,Norte
6066,Cliente 6066,2024.52,Reprovada,-21.8707,-43.0062,5,313980,Mar de Espanha,MG,Minas Gerais,2026-04-24T23:15:03,Sudeste
6067,Cliente 6067,15313.94,Aprovada,-16.5808,-49.8817,5,521440,Nazário,GO,Goiás,2026-02-09T02:32:11,Centro-Oeste
6068,Cliente 6068,32786.58,Aprovada,-6.40858,-43.5455,0,211195,Sucupira do Riachão,MA,Maranhão,2026-07-25T06:30:17,Nordeste
6069,Cliente 6069,49668.41,Aprovada,-13.5304,-48.2206,40,521308,Minaçu,GO,Goiás,2026-07-11T18:51:47,Centro-Oeste
6070,Cliente 6070,19474.22,Reprovada,-29.7642,-50.0282,23,430463,Capão da Canoa,RS,Rio Grande do Sul,2026-03-20T03:30:25,Sul
6071,Cliente 6071,8741.9,Reprovada,-18.4738,-42.3067,55,317190,Virgolândia,MG,Minas Gerais,2026-07-19T13:06:55,Sudeste
6072,Cliente 6072,1641.97,Aprovada,-23.9612,-47.5062,17,355350,Tapiraí,SP,São Paulo,2026-06-02T06:17:57,Sudeste
6073,Cliente 6073,8196.58,Aprovada,-12.8804,-42.4856,52,291250,Ibipitanga,BA,Bahia,2026-04-25T19:05:54,Nordeste
6074,Cliente 6074,17312.45,Aprovada,-11.3809,-37.6623,55,280760,Umbaúba,SE,Sergipe,2026-07-25T10:59:35,Nordeste
6075,Cliente 6075,871.55,Aprovada,-6.07244,-37.716,69,241060,Rafael Godeiro,RN,Rio Grande do Norte,2026-04-30T08:48:54,Nordeste
6076,Cliente 6076,47710.69,Aprovada,-21.1313,-51.1035,69,353010,Mirandópolis,SP,São Paulo,2026-05-15T19:13:45,Sudeste
6077,Cliente 6077,49516.13,Reprovada,-21.1692,-48.6284,62,355690,Vista Alegre do Alto,SP,São Paulo,2026-02-07T19:14:32,Sudeste
6078,Cliente 6078,18881.49,Pendenciada,-7.02525,-35.46,4,250980,Mulungu,PB,Paraíba,2026-01-17T08:42:36,Nordeste
6079,Cliente 6079,30036.54,Reprovada,-22.3871,-44.9709,39,314760,Passa Quatro,MG,Minas Gerais,2026-06-17T19:35:07,Sudeste
6080,Cliente 6080,30960.23,Aprovada,-14.4097,-42.8667,61,290660,Candiba,BA,Bahia,2026-02-28T17:22:18,Nordeste
6081,Cliente 6081,3099.63,Aprovada,-3.60841,-55.3199,20,150100,Aveiro,PA,Pará,2026-04-30T13:40:24,Norte
6082,Cliente 6082,30138.35,Pendenciada,-9.17141,-36.2176,21,270810,Santana do Mundaú,AL,Alagoas,2026-05-04T17:38:33,Nordeste
6083,Cliente 6083,619.65,Aprovada,-21.5155,-48.3935,0,351400,Dobrada,SP,São Paulo,2026-03-30T09:46:58,Sudeste
6084,Cliente 6084,41901.8,Aprovada,-23.1487,-51.7737,41,411630,Munhoz de Melo,PR,Paraná,2026-06-28T22:02:02,Sul
6085,Cliente 6085,49143.49,Aprovada,-29.5808,-50.9051,12,431306,Nova Hartz,RS,Rio Grande do Sul,2026-04-01T22:55:08,Sul
6086,Cliente 6086,14402.11,Pendenciada,-22.4357,-46.8224,39,352260,Itapira,SP,São Paulo,2026-06-15T16:21:41,Sudeste
6087,Cliente 6087,6519.9,Aprovada,-9.31816,-35.5606,57,270850,São Luís do Quitunde,AL,Alagoas,2026-04-11T13:51:07,Nordeste
6088,Cliente 6088,35005.13,Pendenciada,-27.4101,-49.5963,3,420850,Ituporanga,SC,Santa Catarina,2026-07-12T14:33:41,Sul
6089,Cliente 6089,21307.92,Aprovada,-19.876,-42.1363,37,315935,Santa Rita de Minas,MG,Minas Gerais,2026-07-21T05:44:28,Sudeste
6090,Cliente 6090,7646.02,Reprovada,-4.98893,-45.3816,47,210596,Lagoa Grande do Maranhão,MA,Maranhão,2026-04-15T09:19:06,Nordeste
6091,Cliente 6091,5939.73,Aprovada,-8.4662,-45.7536,62,211200,Tasso Fragoso,MA,Maranhão,2026-01-03T02:44:52,Nordeste
6092,Cliente 6092,30414.38,Aprovada,-15.286,-59.0683,58,510835,Vale de São Domingos,MT,Mato Grosso,2026-05-18T05:25:15,Centro-Oeste
6093,Cliente 6093,27081.07,Aprovada,-1.27492,-45.867,40,210620,Luís Domingues,MA,Maranhão,2026-05-29T02:34:46,Nordeste
6094,Cliente 6094,37234.7,Aprovada,-11.8618,-38.7639,25,290040,Água Fria,BA,Bahia,2026-02-12T05:35:24,Nordeste
6095,Cliente 6095,15038.98,Aprovada,0.777424,-51.9503,53,160015,Pedra Branca do Amapari,AP,Amapá,2026-02-13T12:19:04,Norte
6096,Cliente 6096,22601.27,Aprovada,-22.8343,-45.2552,17,354075,Potim,SP,São Paulo,2026-05-31T04:53:48,Sudeste
6097,Cliente 6097,11770.02,Aprovada,-10.6449,-36.9887,0,280150,Carmópolis,SE,Sergipe,2026-01-10T02:35:13,Nordeste
6098,Cliente 6098,8788.96,Aprovada,-1.29797,-47.9167,55,150240,Castanhal,PA,Pará,2026-04-19T21:48:25,Norte
6099,Cliente 6099,23123.99,Aprovada,-2.50568,-43.4232,29,210940,Primeira Cruz,MA,Maranhão,2026-01-29T11:06:19,Nordeste
6100,Cliente 6100,12351.92,Aprovada,-18.3339,-48.2204,50,520120,Anhanguera,GO,Goiás,2026-04-01T11:55:02,Centro-Oeste
6101,Cliente 6101,24611.73,Reprovada,-28.4498,-52.1986,20,431180,Marau,RS,Rio Grande do Sul,2026-05-05T16:09:53,Sul
6102,Cliente 6102,24422.14,Aprovada,-7.34694,-37.2865,34,260250,Brejinho,PE,Pernambuco,2026-06-17T22:17:48,Nordeste
6103,Cliente 6103,35455.82,Aprovada,-10.6948,-39.8446,0,291700,Itiúba,BA,Bahia,2026-05-08T11:43:31,Nordeste
6104,Cliente 6104,42312.44,Pendenciada,-7.08415,-39.6713,55,230920,Nova Olinda,CE,Ceará,2026-01-10T08:41:02,Nordeste
6105,Cliente 6105,46520.79,Aprovada,-19.1662,-43.722,63,315900,Santana do Riacho,MG,Minas Gerais,2026-03-05T12:11:58,Sudeste
6106,Cliente 6106,43408.31,Fraude,-7.01915,-42.1283,91,220700,Oeiras,PI,Piauí,2026-05-14T18:01:42,Nordeste
6107,Cliente 6107,30356.74,Fraude,-27.9012,-49.1316,94,420110,Anitápolis,SC,Santa Catarina,2026-02-22T18:09:06,Sul
6108,Cliente 6108,7162.94,Aprovada,-28.7286,-52.8461,59,430750,Espumoso,RS,Rio Grande do Sul,2026-04-14T21:00:37,Sul
6109,Cliente 6109,11857.99,Aprovada,-23.0816,-52.4617,9,411840,Paranavaí,PR,Paraná,2026-03-18T15:02:01,Sul
6110,Cliente 6110,14851.76,Aprovada,-10.4333,-45.1633,16,220290,Corrente,PI,Piauí,2026-04-08T19:06:42,Nordeste
6111,Cliente 6111,40693.59,Aprovada,-27.1684,-49.535,28,420990,Lontras,SC,Santa Catarina,2026-05-16T21:10:46,Sul
6112,Cliente 6112,23005.34,Aprovada,-16.9626,-49.2265,53,520970,Hidrolândia,GO,Goiás,2026-03-20T12:12:46,Centro-Oeste
6113,Cliente 6113,2484.59,Aprovada,-21.7595,-43.3398,53,313670,Juiz de Fora,MG,Minas Gerais,2026-07-04T01:42:06,Sudeste
6114,Cliente 6114,39301.22,Pendenciada,-7.53919,-49.367,33,171630,Pau D'Arco,TO,Tocantins,2026-04-26T03:52:25,Norte
6115,Cliente 6115,13460.87,Aprovada,-14.1649,-39.3787,51,291270,Ibirapitanga,BA,Bahia,2026-05-18T14:16:52,Nordeste
6116,Cliente 6116,20796.68,Aprovada,-10.817,-44.8337,70,221062,Sebastião Barros,PI,Piauí,2026-05-29T05:45:57,Nordeste
6117,Cliente 6117,34073.99,Reprovada,-14.7348,-44.4092,31,314225,Miravânia,MG,Minas Gerais,2026-02-23T16:57:18,Sudeste
6118,Cliente 6118,36287.67,Aprovada,-20.2474,-50.1129,13,353690,Pedranópolis,SP,São Paulo,2026-04-06T02:51:30,Sudeste
6119,Cliente 6119,32511.0,Reprovada,-5.71287,-38.1578,13,231123,Potiretama,CE,Ceará,2026-05-23T18:07:27,Nordeste
6120,Cliente 6120,648.4,Reprovada,-5.16768,-40.6536,58,230410,Crateús,CE,Ceará,2026-07-22T05:42:41,Nordeste
6121,Cliente 6121,14911.35,Aprovada,-12.6509,-48.589,39,171150,Jaú do Tocantins,TO,Tocantins,2026-04-30T17:30:41,Norte
6122,Cliente 6122,2727.01,Reprovada,-22.395,-45.5324,49,315100,Piranguinho,MG,Minas Gerais,2026-07-24T05:27:52,Sudeste
6123,Cliente 6123,2152.21,Aprovada,-17.0471,-49.6312,2,522190,Varjão,GO,Goiás,2026-06-30T17:12:28,Centro-Oeste
6124,Cliente 6124,49207.96,Aprovada,-20.9509,-41.346,36,320380,Muqui,ES,Espírito Santo,2026-04-09T13:47:25,Sudeste
6125,Cliente 6125,42576.75,Aprovada,-20.7559,-42.8742,39,317130,Viçosa,MG,Minas Gerais,2026-02-12T16:44:13,Sudeste
6126,Cliente 6126,23412.11,Reprovada,-29.4193,-51.5134,24,431935,São Pedro da Serra,RS,Rio Grande do Sul,2026-07-21T21:26:37,Sul
6127,Cliente 6127,1836.33,Aprovada,-7.36176,-35.2321,15,250790,Juripiranga,PB,Paraíba,2026-06-07T16:43:28,Nordeste
6128,Cliente 6128,43529.38,Aprovada,-21.4898,-44.6446,65,311460,Carrancas,MG,Minas Gerais,2026-03-18T13:10:59,Sudeste
6129,Cliente 6129,1072.39,Aprovada,-19.5988,-42.2949,46,317057,Vargem Alegre,MG,Minas Gerais,2026-02-23T23:58:03,Sudeste
6130,Cliente 6130,22983.31,Aprovada,-9.35002,-47.888,10,171875,Rio Sono,TO,Tocantins,2026-05-24T18:56:05,Norte
6131,Cliente 6131,17937.57,Aprovada,-29.4552,-52.6553,66,430957,Herveiras,RS,Rio Grande do Sul,2026-01-19T17:07:40,Sul
6132,Cliente 6132,37517.55,Aprovada,-20.8733,-45.5167,4,312020,Cristais,MG,Minas Gerais,2026-06-18T09:37:28,Sudeste
6133,Cliente 6133,34281.82,Aprovada,-10.442,-49.1876,24,171750,Pium,TO,Tocantins,2026-07-25T05:15:13,Norte
6134,Cliente 6134,30807.24,Fraude,-0.983373,-62.9311,93,130040,Barcelos,AM,Amazonas,2026-05-27T18:57:30,Norte
6135,Cliente 6135,27595.64,Aprovada,-10.7892,-37.0564,33,280660,Santo Amaro das Brotas,SE,Sergipe,2026-02-03T18:59:57,Nordeste
6136,Cliente 6136,48849.48,Aprovada,-18.8154,-42.7015,34,317180,Virginópolis,MG,Minas Gerais,2026-01-03T11:53:10,Sudeste
6137,Cliente 6137,6954.07,Aprovada,-6.96423,-44.1837,31,220855,Porto Alegre do Piauí,PI,Piauí,2026-05-13T10:29:45,Nordeste
6138,Cliente 6138,37838.77,Aprovada,-11.0208,-40.2956,36,290550,Caldeirão Grande,BA,Bahia,2026-05-22T13:16:42,Nordeste
6139,Cliente 6139,2948.3,Aprovada,-22.4733,-46.6314,38,350050,Águas de Lindóia,SP,São Paulo,2026-02-15T12:12:08,Sudeste
6140,Cliente 6140,36558.39,Aprovada,-26.3777,-50.1419,25,421220,Papanduva,SC,Santa Catarina,2026-02-05T12:02:59,Sul
6141,Cliente 6141,48994.74,Reprovada,-22.7811,-46.5897,60,353820,Pinhalzinho,SP,São Paulo,2026-06-21T20:11:14,Sudeste
6142,Cliente 6142,15582.71,Aprovada,-13.187,-60.8168,36,110005,Cerejeiras,RO,Rondônia,2026-07-04T17:58:23,Norte
6143,Cliente 6143,46383.62,Aprovada,-9.78451,-36.3525,39,270140,Campo Alegre,AL,Alagoas,2026-05-29T20:40:51,Nordeste
6144,Cliente 6144,14856.05,Aprovada,-19.1452,-40.6281,39,320465,São Domingos do Norte,ES,Espírito Santo,2026-01-08T20:24:53,Sudeste
6145,Cliente 6145,23034.99,Aprovada,-22.1633,-46.1792,56,316580,Senador José Bento,MG,Minas Gerais,2026-01-21T14:45:50,Sudeste
6146,Cliente 6146,36638.36,Aprovada,-7.68826,-37.0801,69,251220,Prata,PB,Paraíba,2026-02-18T00:21:35,Nordeste
6147,Cliente 6147,42852.35,Aprovada,-14.6151,-41.1356,67,290120,Anagé,BA,Bahia,2026-01-05T17:29:12,Nordeste
6148,Cliente 6148,21606.02,Aprovada,-9.83404,-48.7252,27,170310,Barrolândia,TO,Tocantins,2026-05-26T21:41:34,Norte
6149,Cliente 6149,31293.97,Aprovada,-14.3903,-51.0001,54,510310,Cocalinho,MT,Mato Grosso,2026-02-05T15:49:43,Centro-Oeste
6150,Cliente 6150,38416.17,Aprovada,-18.974,-41.97,70,310180,Alpercata,MG,Minas Gerais,2026-01-02T00:44:47,Sudeste
6151,Cliente 6151,7828.13,Aprovada,-15.2219,-59.3435,27,510675,Pontes e Lacerda,MT,Mato Grosso,2026-05-10T07:51:18,Centro-Oeste
6152,Cliente 6152,2361.41,Aprovada,-8.38236,-41.8344,31,220211,Campo Alegre do Fidalgo,PI,Piauí,2026-07-15T14:46:23,Nordeste
6153,Cliente 6153,3849.59,Aprovada,-17.396,-50.3749,4,520013,Acreúna,GO,Goiás,2026-04-20T19:54:27,Centro-Oeste
6154,Cliente 6154,28954.06,Pendenciada,-27.3379,-51.6194,30,421180,Ouro,SC,Santa Catarina,2026-05-29T22:33:14,Sul
6155,Cliente 6155,35743.82,Aprovada,-23.2462,-48.1955,34,355465,Torre de Pedra,SP,São Paulo,2026-01-03T10:06:11,Sudeste
6156,Cliente 6156,4071.9,Aprovada,-9.79377,-49.6553,28,171250,Marianópolis do Tocantins,TO,Tocantins,2026-07-23T22:27:02,Norte
6157,Cliente 6157,20929.88,Aprovada,-5.67265,-42.2046,13,220860,Prata do Piauí,PI,Piauí,2026-02-08T19:47:48,Nordeste
6158,Cliente 6158,19119.7,Aprovada,-21.9319,-46.7176,52,350040,Águas da Prata,SP,São Paulo,2026-07-03T10:02:12,Sudeste
6159,Cliente 6159,2497.13,Aprovada,-20.3825,-40.4933,6,320510,Viana,ES,Espírito Santo,2026-02-07T12:33:12,Sudeste
6160,Cliente 6160,21545.54,Aprovada,-9.90014,-39.1471,20,290682,Canudos,BA,Bahia,2026-03-13T00:11:19,Nordeste
6161,Cliente 6161,48762.88,Aprovada,-22.9292,-42.5099,35,330550,Saquarema,RJ,Rio de Janeiro,2026-03-16T06:29:30,Sudeste
6162,Cliente 6162,4416.11,Aprovada,-22.7003,-45.0521,35,350995,Canas,SP,São Paulo,2026-07-06T02:32:40,Sudeste
6163,Cliente 6163,44832.1,Reprovada,-28.0297,-54.3517,19,430900,Giruá,RS,Rio Grande do Sul,2026-03-09T08:51:33,Sul
6164,Cliente 6164,45326.0,Reprovada,-23.3402,-52.7786,6,410910,Guaporema,PR,Paraná,2026-01-29T19:20:36,Sul
6165,Cliente 6165,20934.69,Reprovada,-7.20957,-38.3647,38,251570,Serra Grande,PB,Paraíba,2026-06-14T17:17:06,Nordeste
6166,Cliente 6166,17113.03,Aprovada,-27.5945,-48.5477,7,420540,Florianópolis,SC,Santa Catarina,2026-05-12T09:59:09,Sul
6167,Cliente 6167,31857.19,Aprovada,-5.69822,-48.4103,17,150175,Brejo Grande do Araguaia,PA,Pará,2026-01-23T17:01:18,Norte
6168,Cliente 6168,37682.49,Aprovada,-8.79766,-39.8241,46,261260,Santa Maria da Boa Vista,PE,Pernambuco,2026-06-10T00:51:12,Nordeste
6169,Cliente 6169,35459.77,Aprovada,-27.9007,-53.3134,42,431370,Palmeira das Missões,RS,Rio Grande do Sul,2026-07-10T18:18:41,Sul
6170,Cliente 6170,3751.51,Pendenciada,-23.0164,-49.4679,59,350630,Bernardino de Campos,SP,São Paulo,2026-07-20T05:01:49,Sudeste
6171,Cliente 6171,37745.47,Aprovada,-20.7696,-47.8369,22,354490,Sales Oliveira,SP,São Paulo,2026-01-08T22:21:49,Sudeste
6172,Cliente 6172,6334.55,Aprovada,-8.75665,-35.1033,6,261485,Tamandaré,PE,Pernambuco,2026-02-27T18:13:56,Nordeste
6173,Cliente 6173,28218.1,Aprovada,-5.63761,-37.2635,10,241460,Upanema,RN,Rio Grande do Norte,2026-06-24T04:54:27,Nordeste
6174,Cliente 6174,37423.94,Pendenciada,-0.996811,-49.9354,52,150070,Anajás,PA,Pará,2026-01-08T16:23:38,Norte
6175,Cliente 6175,31120.91,Aprovada,-22.655,-52.8617,64,410710,Diamante do Norte,PR,Paraná,2026-03-23T12:17:02,Sul
6176,Cliente 6176,9727.06,Aprovada,0.951659,-59.9133,29,140050,São João da Baliza,RR,Roraima,2026-06-14T05:29:54,Norte
6177,Cliente 6177,47640.71,Aprovada,-22.7088,-46.772,48,350190,Amparo,SP,São Paulo,2026-03-04T12:00:55,Sudeste
6178,Cliente 6178,46211.64,Pendenciada,-5.38789,-40.3085,53,230560,Independência,CE,Ceará,2026-07-16T06:06:54,Nordeste
6179,Cliente 6179,20609.57,Aprovada,-4.06873,-45.69,10,211000,Santa Luzia,MA,Maranhão,2026-05-27T18:29:13,Nordeste
6180,Cliente 6180,24732.03,Aprovada,-27.6364,-52.2697,16,430700,Erechim,RS,Rio Grande do Sul,2026-06-16T01:21:17,Sul
6181,Cliente 6181,10328.72,Reprovada,-25.4185,-53.1833,20,412785,Três Barras do Paraná,PR,Paraná,2026-07-14T10:53:46,Sul
6182,Cliente 6182,22903.36,Pendenciada,-6.96423,-44.1837,26,220855,Porto Alegre do Piauí,PI,Piauí,2026-03-22T03:08:43,Nordeste
